Gene1,Gene2,Score
ZNF683,ZNF234,0.0065982672638154
ZSCAN29,RP11-802O23.3,0.0065953867824315
ID3,RP11-449P15.2,0.0065946213447822
BATF,RP11-762I7.5,0.0065922900953999
THAP6,OXCT2,0.0065919600502972
ZBTB34,PLK4,0.0065910775900732
MTA1,KCTD15,0.0065910180378053
ZNF491,HBEGF,0.0065898454294387
KLF6,KLRB1,0.0065891803195688
TCF12,RP5-991G20.4,0.0065881518381025
ZNF80,LA16c-313D11.9,0.0065850361737602
ZSCAN31,GHRLOS,0.0065843534874888
ZNF264,IGLL5,0.0065816700936868
SNAI3,PTGDS,0.0065809241516713
PPARG,UBE2Q2L,0.0065779105721465
SNAI3,PLD1,0.0065778881306012
PKNOX1,RP5-991G20.4,0.0065777339194794
YEATS4,PTGDR,0.0065777220468328
E2F5,RP11-841O20.2,0.0065776918328253
ZNF683,CALCRL,0.0065774865408849
ASCL2,B3GALNT2,0.0065773607786739
ZBTB34,RNU11,0.0065768056306424
ZBTB38,BAALC,0.006576147488125
MTA1,IFNGR1,0.0065745979475412
MAFG,NDUFA4L2,0.0065733430856674
ZNF576,RP11-245J9.6,0.0065709530314348
ID3,WDR27,0.0065703666715019
ZBTB38,RP1-28H20.3,0.006570047078404
SNAI3,PDGFA,0.0065693721571178
ZNF143,MICALL1,0.0065645519923159
ARNT,AC068282.3,0.0065616081527081
ZSCAN2,ZNF843,0.0065576702693838
PLEK,AC110771.1,0.0065572565196668
MYBL1,RP5-855F16.1,0.0065571813326754
ARID5B,KIF20A,0.0065556026935444
MLXIP,ZNF684,0.0065548529337512
TCF12,CTNNBIP1,0.0065516283840312
MLXIP,PSPH,0.0065506403385931
PLEK,PRR4,0.0065485683457856
FOSB,UBL7-AS1,0.0065476768025927
TCF12,FOLR2,0.0065474993459775
ASCL2,TTC32,0.0065454958758014
CASZ1,HSPG2,0.0065451455765523
ZNF576,GYG1,0.00654509828182
RUNX3,POLB,0.0065431884456365
RUNX3,MDM4,0.0065424231345908
THAP6,CD300LF,0.0065409771634553
RUNX3,LINC00936,0.006539007341782
HIVEP3,CALCRL,0.0065389675232859
ZNF320,DLG3,0.0065381880393812
ZSCAN29,GRAMD1B,0.0065299429624533
ZNF773,RP4-677H15.4,0.0065280684329726
ZNF277,TNFRSF1A,0.0065271615959604
ZSCAN29,TLDC1,0.0065265702395225
ZNF683,HOXA10,0.0065242209962363
CASZ1,ATP1A2,0.0065238999882632
MLXIP,ARRDC5,0.0065236662255046
E2F5,LINC00869,0.006522819094702
SNAI3,RP11-13N13.2,0.0065199188709916
ARID5B,PLEK,0.0065173025099313
ZNF491,GLG1,0.0065156367524917
PKNOX1,RP11-245J9.6,0.0065147737896263
ZSCAN2,MTRNR2L8,0.0065147708688087
PKNOX1,CD300LF,0.0065128659820533
ZNF683,TBX6,0.006508050020141
ZNF684,FAM57A,0.0065078673993849
RUNX3,PLD1,0.0065050312595607
ZNF264,ABI3,0.0065044652406743
ZBTB38,AC090186.1,0.00650438628786
MYBL1,FAM192A,0.0065020248651972
MLXIP,ZDHHC24,0.0064981437655654
TCF12,OCRL,0.0064971247443748
ASCL2,RP11-203M5.8,0.0064892050867296
CEBPD,CABIN1,0.0064890464945852
ZBTB38,LIG3,0.0064846107296297
DNAJC1,HMGB3,0.0064841748716987
MYSM1,C1orf234,0.0064819871180758
ZNF277,FLT1,0.0064807393337986
ZNF576,PTPRS,0.0064801948195863
BBX,SMYD2,0.006478956841617
BATF,RP11-814H16.2,0.006478371753503
ZNF264,GPM6B,0.0064751656311798
ZNF320,AC073641.2,0.0064737237930689
MYSM1,ADAM15,0.0064729718364156
BATF,MDM1,0.0064716149242249
SNAI3,BRD2,0.0064704107877207
PKNOX1,ALOX12B,0.0064699796669115
PLEK,JADE3,0.0064664028335337
SNAI3,RP11-449P15.2,0.006466094990784
MTA1,RNF166,0.0064632234792912
PKNOX1,CDC6,0.0064630385125287
RORB,NEAT1,0.0064621234306083
ZNF684,ARHGAP10,0.0064611472073755
MLXIP,FAM110B,0.0064598220721949
YEATS4,CDC42EP3,0.0064584584532709
MTA1,ARPP19,0.0064561966794431
WDHD1,DMXL2,0.0064544134118205
FOSB,TRIP13,0.0064530854585659
PLEK,ZNF710,0.0064446192841913
YEATS4,ZNF234,0.0064421122111194
ASCL2,TMEM52,0.0064415391504062
TCF12,CTC-444N24.6,0.0064403472338187
ZNF710,MVB12B,0.0064397335887781
ZNF143,ZMYND11,0.0064344257253412
ZNF41,FCGR3A,0.0064342859181167
ZBTB38,LAMC3,0.0064323654845512
ZNF683,MESDC2,0.0064314138743447
PKNOX1,DUS4L,0.0064302604472328
YEATS4,FICD,0.00642789657515
ZNF576,GRAMD1B,0.0064231425995846
CENPA,LINC00441,0.0064222301533276
ZNF277,CENPM,0.006421927539403
ZNF143,MAN1A2,0.0064216040998935
CEBPD,CTD-2015H6.3,0.0064189890656916
FOSB,VPS26B,0.0064188439472983
FOSB,MTRNR2L8,0.0064188077306904
ZSCAN2,CRISPLD2,0.0064143658482959
FOXN2,JAG2,0.006413764771626
KLF6,HAGH,0.0064115398950104
ID2,ARL6,0.006410348916029
NR4A1,CYTL1,0.0064094117460376
KLF6,ALS2CR12,0.0064083394077777
ZNF277,IL15,0.0064074474273095
ZNF684,GPM6B,0.0064018907725672
MYSM1,DNA2,0.0064005866904949
ZSCAN2,TTC26,0.0063998967759967
MYSM1,CLEC7A,0.0063935743855657
ZNF277,TCF12,0.0063926525530849
ATF6,C6orf120,0.006390067048933
ZFHX3,PRF1,0.0063882993919086
ZNF562,LGALS3,0.0063861678459447
ZBTB38,RP11-269M20.3,0.0063843534836191
ZNF264,LINC00441,0.0063828965439603
ZBTB38,OOEP,0.0063764835517627
ZNF41,RP4-635E18.7,0.0063761021801302
ZNF576,CRISPLD2,0.0063739576655573
ZNF277,KLB,0.0063722047312848
FOSB,STARD8,0.0063713951609475
ARID5B,CALHM2,0.0063695928167296
ZNF142,GZMK,0.0063693356244854
ATF6,KLRB1,0.0063664337728371
NR4A1,RP11-364B6.1,0.0063646081040855
JUNB,SKIV2L2,0.0063594273453118
ZBTB38,KAT2B,0.0063549384015728
MYSM1,LY6G6F,0.0063548946577487
ZNF264,FAM57A,0.0063542994064921
PKNOX1,C5orf51,0.0063539966336956
ASCL2,SAT1,0.0063534884658845
ASCL2,USP46,0.0063504213789565
SNAI3,CTD-2006H14.2,0.0063495942870623
ATF6,CPAMD8,0.0063484338502081
CENPA,RP11-77I22.2,0.0063475853623409
ZNF80,RP11-94L15.2,0.0063473436087023
ATF6,PARPBP,0.0063458039226989
BATF,ANKRD45,0.0063436478675945
HOXA9,HIF1A-AS2,0.0063428845254252
ARID2,CTA-14H9.5,0.0063425608240929
ZNF277,FOXK1,0.006338555133183
ZNF277,ELMO2,0.0063382395364944
SNAI3,PCAT1,0.0063320256877895
ZNF142,BAIAP2-AS1,0.0063288924149264
ZNF576,AC016757.3,0.0063276787654762
ARNT,CTD-3194G12.2,0.0063246675116068
ID3,LPIN2,0.0063222061921169
ARID2,FGFBP2,0.0063217372916416
ZNF142,RP11-394O4.3,0.0063210822820203
ZNF576,SGCB,0.0063156410199875
MYBL1,JMJD1C-AS1,0.0063153319725275
CEBPD,KIAA0040,0.0063141757673769
BBX,C5orf56,0.006313477935543
SNAI3,NCAPH,0.0063115250558122
ZBTB34,YKT6,0.0063114191436545
ZNF576,VSIG4,0.0063096130380957
GABPA,RP11-358L4.1,0.0063093752084492
ZNF562,RP11-259N19.1,0.0063077493552123
BATF,CTD-2001C12.1,0.0063040744798461
SIM1,GPR171,0.0063038266860356
ZNF277,AC195454.1,0.0063017567388493
ZSCAN2,LIG3,0.0063015207697475
ZNF234,PLK4,0.0063011360704127
CEBPD,OXTR,0.006300874743952
ARNT,CLK3,0.0062965530797593
FOXN2,TSNARE1,0.0062951263661209
FOXK1,OXTR,0.0062942619721471
WDHD1,NEURL2,0.0062923044651652
BAZ2A,RNASEH2A,0.0062916413577602
BAZ2A,CTD-2260A17.1,0.0062906776766771
MAFG,RP11-15B17.1,0.0062903233151006
SNAI3,KLRD1,0.0062897785672141
ZSCAN31,ATP13A3,0.0062896503864124
MTA1,GPD2,0.0062884349071952
ZNF264,MC1R,0.0062870777776923
NR4A1,ANPEP,0.0062863629554533
PKNOX1,RP11-770J1.5,0.006285655251689
NR4A1,UFSP1,0.0062846587544405
ASCL2,RP11-426A6.5,0.0062804122488767
ZNF320,RELL2,0.0062795187338812
RORB,AC093609.1,0.0062781803747054
ATF6,DCTN1-AS1,0.006277649026062
CEBPD,EMC8,0.0062773854018441
ID3,EMC8,0.006277365369367
PURA,DUSP18,0.0062771383849951
ID3,AC090186.1,0.0062735448982541
BATF,HAGHL,0.0062732902808175
HIVEP3,TGFBI,0.0062727551445993
ZNF470,KLKB1,0.0062725812650549
BAZ2A,SPRED1,0.0062700011453993
FOXN2,MTA1,0.0062660882225211
SNAI3,C1orf35,0.0062587608081776
TBX1,KIF3A,0.0062572981821629
ZSCAN2,RP11-77I22.2,0.0062561935139646
SNAI3,RP11-428G5.5,0.0062541121519828
MTA1,AC012358.8,0.0062520957354242
BATF,RP11-122G18.5,0.0062519802364894
PKNOX1,ANPEP,0.0062510330643484
BATF,SMC5,0.0062493093936436
ID3,PLEKHA7,0.0062474116525863
MYSM1,ZNF80,0.0062472423226952
CEBPD,CTC-444N24.6,0.0062441470024995
BATF,CPAMD8,0.0062441127532423
ZNF320,C1orf234,0.0062431741576076
MTA1,SLC6A8,0.0062431051993965
ZNF683,INCENP,0.0062415926748857
ZNF320,NIPAL2,0.006240181929891
MTA1,PARPBP,0.0062389609860238
MYBL1,KIF1B,0.0062386980327413
CEBPD,RP5-855F16.1,0.006236875672713
MTA1,DNTT,0.0062358639496331
ARID5B,DCAF4L1,0.0062337790121254
YEATS4,NR4A1,0.0062333084611137
YEATS4,MAST2,0.006232579742523
YEATS4,RP11-357H14.17,0.0062297257171218
ZNF562,HLA-DRB1,0.0062295023126044
HIVEP3,LINC00441,0.006229093640128
ZNF264,C9orf117,0.0062290756113546
LYAR,LINC00884,0.0062250591515681
ZFHX3,ERRFI1,0.0062246577810994
ZNF576,MCM3,0.0062245735193344
ZBTB34,LRRC3DN,0.0062237285697968
MYBL1,CST7,0.0062213809446429
ASCL2,RPF2,0.0062176549810066
ZNF142,NDUFA4L2,0.0062146380794731
ZSCAN29,RP4-677H15.4,0.0062127422414524
MTA1,LAMC3,0.0062114339217672
ASCL2,RP11-169K17.3,0.0062114244625687
SOX13,SOAT1,0.0062110114496086
FOXN2,PRSS35,0.0062107786283995
FOXN2,LRP12,0.0062103079577818
PLEK,C1orf35,0.0062056894891912
ID3,HAGH,0.0062038244846562
PLEK,LPIN2,0.0062037305848
ZFHX2,RP11-802O23.3,0.006201444821102
FOS,AC137932.1,0.0061999145595726
ZNF264,AP000442.1,0.0061957646401878
ZNF277,CD160,0.0061930763854507
ZNF547,TREML1,0.0061925755142757
MYSM1,VSIG4,0.0061904807912927
ZNF143,KBTBD6,0.0061896767982702
BBX,RING1,0.00618522473467
ZNF576,EED,0.0061851594648716
ZSCAN2,CCDC71L,0.006185051656295
THAP6,AC005253.2,0.0061846247629152
AHCTF1,FAM161A,0.0061836483566447
ZFHX2,RP11-54O7.1,0.0061826853826049
ZBTB38,HIF1A-AS2,0.0061824146616305
ID3,RP11-814H16.2,0.0061811731628529
BAZ2A,CTD-2588C8.8,0.0061807873945426
MLXIP,RP11-449P15.2,0.006179698689967
BATF,GPR89B,0.0061795405930129
ZNF277,TAC3,0.0061775770963146
ZBTB34,ERRFI1,0.006177033311468
ZNF264,ARHGEF28,0.0061750041492656
POU5F2,CCSER1,0.0061742131665147
ZNF264,SPRED1,0.0061737519590051
AHCTF1,ATP2B1,0.0061716227654054
NR4A1,LINC00936,0.0061705310495429
ZNF277,CALCB,0.0061695138152002
BBX,GOLGA6L4,0.0061688722143489
CEBPD,ORC5,0.0061642690502201
HIVEP3,ACSM1,0.0061641578160657
ZNF264,C1orf21,0.0061626682005346
NR4A1,HLA-DRB5,0.0061624469868325
ZFHX3,RP11-245J9.6,0.0061577267075333
FOXN2,NEAT1,0.006156712293984
MLXIP,KLRF1,0.0061562964971178
ZNF277,RP11-94L15.2,0.0061559683875294
DNAJC1,HENMT1,0.0061516175429279
ARID2,Z69666.2,0.0061472654227658
ZNF320,RP11-524F11.2,0.0061455373280609
ZNF320,KNOP1,0.006145263559266
ZNF143,CDKN2B-AS1,0.0061416243759558
MTA1,CD1B,0.0061410354128289
NR4A1,HOTAIRM1,0.0061357453723742
ZFHX3,SUDS3,0.0061346662114158
TCF12,TCAIM,0.006133293211999
ZNF683,SMC5,0.0061331485971495
ZNF41,MPND,0.0061316054232709
BAZ2A,ZSCAN29,0.0061306601235156
ID3,MLLT4,0.0061297629925153
BBX,RP11-77I22.2,0.0061291342262625
ASCL2,YKT6,0.0061289854416497
PKNOX1,CLEC7A,0.0061263457550194
HIVEP3,STK24-AS1,0.0061242266494704
CENPA,RP11-392P7.6,0.0061236889643558
LYAR,TRIP13,0.0061221092916502
ZSCAN29,CTB-118N6.3,0.0061181669101471
BATF,AC012358.8,0.0061161148579598
ZNF277,MLLT4,0.0061156297532686
ZBTB34,RP11-814H16.2,0.0061141223663855
E2F5,FAM20C,0.0061141080690338
MTA1,FPR1,0.0061130187920525
HOXA9,GYG1,0.006110874676972
PLEK,ANKRD45,0.0061107963120357
MAFB,ZFHX3,0.0061106146519286
HOXA9,DNTT,0.0061094753351086
ZSCAN29,AE000662.92,0.0061069333497949
AHCTF1,RP11-803D5.4,0.0061063226965296
MYSM1,FAM57A,0.0061052647687503
ZNF547,C4orf21,0.0061049950700295
ZSCAN2,DUSP1,0.0061049048348034
YEATS4,ZSCAN29,0.0061044972463687
ZBTB38,FAM20B,0.0061026302743258
ATF6,HLA-DPA1,0.0061001656104398
PKNOX1,CHD6,0.00609827642867
ZNF41,SOCS4,0.0060982378938159
ZBTB38,APOBEC3C,0.0060969529803278
ZBTB38,DUS4L,0.0060944713422765
ZSCAN29,LIPC,0.0060931570839649
BATF,CYP3A5,0.0060926127296119
MYBL1,RP5-1142A6.2,0.006088649456472
ASCL2,APOBEC3C,0.0060885686639956
BATF,ZNF773,0.0060883187899428
CENPA,VSIG4,0.0060882644205796
GABPA,C1orf21,0.006087196466084
PKNOX1,Y_RNA-1,0.0060841770138281
BAZ2A,LIAS,0.0060838827254353
TCF12,TRIP13,0.0060833300578981
BBX,ZNF773,0.0060828702230584
ID3,FCRL6,0.0060797785438242
MLXIP,MPND,0.0060777661466502
ZNF576,BOD1,0.0060762527387734
BATF,FAM133A,0.0060762494456294
BBX,ENHO,0.0060745686661858
ZBTB38,CDKL5,0.0060741848111984
ZSCAN2,ST8SIA1,0.0060734203389036
MYBL1,RP11-426A6.5,0.0060710090631652
PLEK,AC016586.1,0.0060702050222216
RUNX3,CTD-2260A17.1,0.0060691265495932
FOXK1,DYRK3,0.0060675745473494
BAZ2A,TLDC1,0.0060669196488636
ZNF143,GATM,0.0060664003981535
ZNF660,NADK2,0.006064935384785
MLXIP,HERC3,0.0060623730258844
TP63,LINC00441,0.0060594021789125
ARID2,LRRC3DN,0.0060580061759552
MTA1,PAPL,0.0060578176332721
FOXN2,HLA-DRB5,0.0060570505887707
BBX,RP11-983P16.4,0.006056940108455
FOXN2,RP11-488L18.8,0.0060558634716024
ZNF142,UBE2Q2L,0.0060548072179884
ZNF264,SLC10A5,0.0060545467857536
FOSB,GIGYF2,0.0060538324876102
MTA1,AC073641.2,0.0060528090602095
MLXIP,C6orf62,0.0060524194230946
CEBPD,AC110771.1,0.0060515462338303
TCF12,ZNF185,0.0060507506389269
ZNF142,HIST1H1C,0.006049600707761
BATF,FAM181B,0.0060489247045789
IRF6,CTC-329D1.2,0.0060444310594645
ZNF264,RP11-379K17.4,0.0060437107238304
ZSCAN2,KLKB1,0.0060427869808565
ARNT,TMPRSS6,0.0060413516978928
MYBL1,SMTN,0.0060408945735214
PURA,UFSP1,0.0060403474230894
ZNF737,SCUBE1,0.0060398747734211
LEF1,NRGN,0.0060391866593291
CEBPD,DDX11-AS1,0.006038383674909
ZNF683,MRPS28,0.0060360396589266
AHCTF1,PACSIN3,0.0060306414014955
SNAI3,PKD2,0.0060287351506568
FOXN2,MAP1A,0.006028389215462
ARNT,PLD1,0.0060281259724313
FOSB,MAFG,0.0060265182367127
ZBTB38,CCDC81,0.0060243513717122
AHCTF1,TBCEL,0.0060239042085882
HIVEP3,MSI2,0.0060230547813147
MTA1,FAM20B,0.0060197056874165
ARNT,AP000487.5,0.0060180458705058
ARID5B,ZNF547,0.006016692912325
POU5F2,RP11-380L11.4,0.0060162669626782
MTA1,RP11-426A6.5,0.006014997207421
GABPA,JAG1,0.0060142472094516
ZNF143,DRD3,0.0060132134778378
ID2,ZSCAN31,0.0060085342219619
ARID2,GRAMD1B,0.0060076115297426
MAFG,CD300A,0.0060071325155355
ZNF234,CCL5,0.0060030606915283
ZNF277,NIPAL2,0.0060024843067225
SNAI3,FAM20B,0.0059994300317888
ZNF562,EXOG,0.0059952889844964
ZNF41,FXYD6,0.0059911456299503
MYBL1,RP11-327F22.2,0.0059911318576621
PKNOX1,RP11-814H16.2,0.0059884081295343
ASCL2,RP5-855F16.1,0.0059851950803497
ZNF320,CDC42BPG,0.0059826019067208
HIVEP3,CTBP2,0.0059808210944987
AHCTF1,IFIT3,0.0059764178814047
BATF,RP11-316M1.3,0.0059750111396164
HIVEP3,ITIH4,0.0059736154444036
TP63,ALDH4A1,0.0059734986866443
BATF,CD300A,0.005971569047524
WDHD1,HERC3,0.0059708824337462
ARNT,UBE2Q2L,0.0059683807526431
SIM1,hsa-mir-150,0.0059663734088639
ZSCAN2,HIF1A-AS2,0.0059647776582845
ZNF576,UCN,0.0059645934531626
PKNOX1,CASC15,0.0059640139894872
ARID5B,SHCBP1,0.005963298357076
ZSCAN29,DLG3,0.0059616637100696
MYSM1,FAM214B,0.0059569553099275
ZBTB38,RP11-77I22.2,0.0059566149078661
MYBL1,HLA-DPA1,0.0059556580224787
WDHD1,CTD-2001C12.1,0.0059555100140053
GABPA,WDR90,0.0059517732297006
FOSB,TRPC4AP,0.0059501486085768
ARID2,CTD-3194G12.2,0.0059494566577339
LEF1,RP11-872J21.3,0.0059486586677844
RORB,KIT,0.0059484286193222
ZNF80,TSTD3,0.0059479610979277
ASCL2,INPP4B,0.0059477237612996
FOXN2,PLD1,0.0059473429908471
ID3,ZCCHC9,0.0059457589937692
ZBTB38,MRM1,0.0059405305177972
KLF6,GFI1B,0.0059404010096787
ZNF143,PLEKHA3,0.0059393186020735
FOXN2,TIGD2,0.0059381762167909
ARNT,ZNF142,0.0059372397480254
MLXIP,ARPP19,0.0059362874006024
GABPA,PLEKHA7,0.0059348532579283
PKNOX1,TLDC1,0.0059336057456249
FOXN2,RP11-574K11.29,0.0059319985749731
NR4A1,ZNF684,0.0059295273740735
FOXN2,CCT6B,0.0059272272092016
DNAJC1,FAM214B,0.0059269140138793
ZNF576,RP11-477D19.2,0.0059263968710781
ARID5B,AC007036.6,0.0059218809192545
HIVEP3,RP11-1277A3.1,0.0059199304359652
HIVEP3,RP11-94L15.2,0.0059191688492677
ZSCAN31,CENPC,0.0059190076447032
FOXN2,MDM1,0.0059187684041378
ZSCAN29,ARHGEF28,0.0059180269570105
BATF,HAAO,0.005916586539557
ZBTB34,LAYN,0.005916501980677
ZNF41,HOTAIRM1,0.0059162169224017
FOSB,FUT11,0.0059139116747614
TBX1,SPON2,0.0059133554233237
TCF12,PZP,0.00591205306727
ATF6,CCDC53,0.0059107994278859
SOX13,RP11-196G18.24,0.0059096085890685
ZBTB38,LINC00657,0.0059093231566403
MTA1,ARHGAP10,0.0059081695249463
SNAI3,IQCD,0.0059080774833191
THAP6,USP46,0.0059077525223218
BAZ2A,BCL2L11,0.0059066431066197
BBX,JAG1,0.0059061150805453
ZSCAN2,PRKAR2A,0.00590565245222
ZNF683,TRPC4AP,0.0059043695331756
ZNF277,PEBP4,0.005904253469145
RUNX3,MAFB,0.0059039012766553
ARID5B,CAAP1,0.0059034621414029
FOXK1,EPB41L2,0.0059028829001902
ZBTB34,B3GALNT2,0.0059026733291805
MYSM1,PTGDS,0.0058985688056253
IRF6,RP11-511B23.2,0.0058974939950243
LYAR,RP11-814H16.2,0.0058957701321501
ZNF277,SH3RF3-AS1,0.005894896830341
ID3,CRIP2,0.0058945153091517
ZNF576,VPRBP,0.0058941110787878
ARID5B,C5orf56,0.005894013991365
YEATS4,ANKEF1,0.0058929943142006
LYAR,SNX24,0.0058913783238099
ZNF320,CECR7,0.0058907803239593
RORB,RP11-18I14.11,0.0058889781003842
MYBL1,CHD6,0.0058877759948177
HOXA10,PTRH1,0.0058864468206374
ZNF618,KIAA1109,0.0058853546169612
ZBTB34,TTC26,0.0058853432655657
PKNOX1,FAM110B,0.0058827918928252
FOXN2,RP11-188D8.1,0.0058814346858204
TCF12,RP11-795F19.5,0.0058787131737125
HOXA10,RPLP1,0.0058778613162503
ZNF41,MRPS28,0.0058768046174752
GABPA,RP11-423C15.3,0.0058753139865804
ZNF277,RP11-511B23.1,0.0058748362136819
PKNOX1,DHRS4-AS1,0.0058747487519876
ZBTB38,hsa-mir-150,0.0058699308097148
NR4A1,ZNF155,0.0058682172700996
ZNF491,EIF2AK1,0.0058681660500626
ATF6,SIPA1L1,0.0058679742694849
ZSCAN29,ERBB2,0.0058642539348469
HIVEP3,MPND,0.0058631627414921
YEATS4,COL6A2,0.0058613983227759
HOPX,CALCRL,0.0058601889352133
ARNT,C19orf40,0.0058539105649033
ASCL2,ALS2CR12,0.0058534866144319
DACH1,PTPDC1,0.0058518966511797
ZNF41,SGCB,0.0058468450699343
FOXN2,GPR89B,0.0058460839016773
E2F5,MC1R,0.0058440690682653
ZNF80,PGRMC2,0.0058425590871017
ZNF576,C1orf234,0.0058358493315179
RUNX3,CTD-2001C12.1,0.0058314876526698
SNAI3,FUT11,0.0058304056381904
THAP6,BRD2,0.0058296456281621
ZNF264,RP11-13N13.2,0.0058294564266156
THAP6,DDIT4,0.0058286609144153
ZNF683,RP11-216B9.6,0.0058270571901655
PLEK,APLP2,0.00582705424842
ZNF710,ACTB,0.005826617329877
ARNT,RP5-894A10.2,0.0058255450919339
CEBPD,CLMN,0.0058247343667552
TCF12,ARV1,0.0058242258854669
PKNOX1,OOEP,0.0058238131379858
YEATS4,C1orf21,0.0058228845186798
DNAJC1,CDKN2B-AS1,0.0058207770039327
ZFHX2,PIGW,0.0058187111408965
YEATS4,PINLYP,0.0058186635464279
ARID5B,FCGR3A,0.0058178505453758
ZNF234,TRIM74,0.0058174348699085
ZNF710,LINC00449,0.0058173863380878
NR4A1,GPM6B,0.0058154747006525
PKNOX1,C19orf44,0.0058139152050003
BBX,PTRH1,0.0058135546635264
ZNF683,CENPC,0.0058132052151817
FOSB,SPIRE1,0.0058128976406516
ZNF320,CR2,0.0058124727623936
ZNF143,RP4-794H19.4,0.0058099529092134
PKNOX1,AC195454.1,0.0058057631692591
ARID5B,WDR90,0.0058051431741649
ZBTB38,DTX2,0.0058050861037512
ZSCAN31,AF131215.5,0.0058032654239857
MYBL1,TRIP13,0.0058024571576569
FOXK1,NIPAL2,0.0058024367957123
HOPX,HAGHL,0.0058011966691196
ZNF576,NCS1,0.0057999265393679
TBX1,KIT,0.0057933088847768
PKNOX1,CCDC82,0.0057895878670454
PKNOX1,CD160,0.0057890903689887
FOSB,ZFHX3,0.0057889551705881
ID3,IL15,0.0057882929069366
ZNF264,NR2C2AP,0.0057866380401622
ZBTB38,LINC00989,0.0057855659755656
ID3,TTC26,0.0057822947409322
TCF12,PTRH1,0.0057817930270385
YEATS4,GIGYF2,0.0057809653705474
ZNF277,GPM6B,0.005780720258965
ZBTB34,DNA2,0.0057800414633404
ZNF737,TMEM155,0.0057778950585989
ZNF142,RP11-861A13.4,0.0057767943797956
RORB,HAGHL,0.0057766723299208
ARNT,BOD1,0.005776273952238
ZNF233,WNK2,0.0057756954522532
ZNF562,PLAUR,0.0057744283246737
ZNF547,RP11-511B23.2,0.0057742241284817
ATF6,LINC00441,0.005773397611489
ZSCAN2,PPP5D1,0.0057729700583289
FOXN2,GPR125,0.0057728210681752
ASCL2,ATP13A3,0.0057725551025785
THAP6,IRAK3,0.0057716135745994
ARID5B,DDX11-AS1,0.0057688302900559
ZBTB38,RP11-567J20.3,0.0057682940143181
RORB,LUZP1,0.0057676399502864
ZNF684,ERGIC1,0.005766358616505
ARID2,FAM133A,0.0057661979821677
CASZ1,HDHD2,0.005765875275737
ZSCAN29,RP11-392P7.6,0.0057656227077377
BAZ2A,SFSWAP,0.0057643277985123
ARNT,Z83851.3,0.0057629244994571
ZFHX2,COQ7,0.005762592554616
ZNF660,ZNF41,0.0057624687544125
MAFB,GGA1,0.0057614515950205
PLEK,MESDC1,0.0057571687577308
BAZ2A,RP11-1E4.1,0.0057566064332477
MAFG,POLB,0.0057551910598645
NR4A1,TIGIT,0.0057535864408646
ZSCAN2,PTGER2,0.0057531655277198
YEATS4,KIF21B,0.0057515998669633
PKNOX1,NDUFA4L2,0.0057477941932491
ZNF155,CTD-2650P22.1,0.0057466523351973
ASCL2,CDC42EP3,0.005746076788407
AHCTF1,C4orf21,0.0057452275179366
SATB2,RP11-482D24.3,0.0057441377490812
YEATS4,PALLD,0.005743537866546
ZNF684,RP4-794H19.4,0.0057429014451745
ZNF277,UNK,0.0057428717217835
ZNF618,ZC3H12A,0.0057415500288332
MLXIP,RP11-138I1.2,0.0057411630308597
BAZ2A,KRT1,0.0057404838810496
MLXIP,DNA2,0.0057392152388456
ARNT,CTNNBIP1,0.0057369358823829
ZNF562,DLG3,0.0057346931070256
MYSM1,WNK2,0.0057324174316542
MAFG,RNF166,0.0057309890064362
RUNX3,C1orf35,0.0057291710638381
DACH1,RP3-522J7.6,0.0057277338815558
ZNF491,FUT11,0.0057245845172643
ATF6,AC068282.3,0.0057241298575331
ARID2,ZNF233,0.0057225283809241
YEATS4,RSRC1,0.0057194877165437
ZNF576,BCO2,0.005719308156755
ARNT,LAYN,0.0057189988016613
LYAR,AC104655.3,0.0057181275937882
PKNOX1,DMXL2,0.005716909080487
PKNOX1,NUP155,0.0057150115388949
ZNF683,CDPF1,0.0057069386082523
RUNX3,RP11-421M1.8,0.0057062354338614
FOXN2,MAN1A2,0.0057060909643922
ZNF143,PDCD7,0.005705586523028
SNAI3,RP11-110I1.14,0.0057000987961314
ASCL2,RING1,0.0057000001084357
PURA,GPM6B,0.0056993318531794
ASCL2,BOD1,0.005699306354271
PPARG,ESCO2,0.005692285456997
AHCTF1,SUDS3,0.0056922116410561
DNAJC1,ERRFI1,0.0056916914228733
IRF6,PPARGC1B,0.0056914938597656
PKNOX1,ITGAD,0.0056912199039895
MTA1,C11orf45,0.0056880403584745
ZNF264,CTD-3224K15.3,0.0056878078929767
PURA,HSPG2,0.005685587900503
WDHD1,ALOX12B,0.0056850744821926
MTA1,ACSM1,0.0056838597831781
ZBTB38,DMXL2,0.0056829869813841
ZNF143,FAM57A,0.0056824398700184
ZBTB38,KLRC2,0.0056818081391262
RUNX3,HOXA10,0.0056812510700949
THAP6,EMC8,0.0056806827828553
ZNF233,CABIN1,0.0056780346574211
MTA1,VLDLR,0.0056767196538792
ZNF683,KNOP1,0.0056758742493233
BAZ2A,MICALL1,0.0056725956653746
ID3,RYK,0.0056716469323708
FOXK1,PIGU,0.0056703772139452
FOXN2,LGALS3,0.0056677461514643
ZNF143,C1orf21,0.0056664468081543
SOX13,CTD-2574D22.2,0.0056661977174699
ZNF576,RP11-524F11.2,0.0056653765104403
ARID2,CCL5,0.0056641767009122
BATF,SGCB,0.0056639091943411
