Gene1,Gene2,Score
JUNB,PKN3,8.768747188602292
JUN,CCDC53,8.756199006313569
LEF1,RP11-317N8.5,8.717561176989728
JUNB,WNK2,8.705088350342747
ZNF737,CCDC82,8.679766787391449
HIVEP3,ORC5,8.666085580255857
LEF1,PTPRS,8.640976549067208
ZNF470,ERBB2,8.640926319730857
ZNF683,CTNNBIP1,8.640895439515763
ZNF264,PHF20,8.632947182962237
BATF,ACTB,8.619379692083909
ZNF311,LIG3,8.616177386494208
JUNB,RP11-905K4.1,8.610984276267702
PURA,ALOXE3,8.608193548140797
JUNB,RP3-522J7.6,8.606560794623833
ARID5B,LINC00657,8.606434956361442
BATF,ZSCAN29,8.602699948092706
JUN,DYNLT1,8.60024157713643
HIVEP3,TNS4,8.59930234907298
MAFG,HOTAIRM1,8.595832354120786
JUNB,PSPH,8.594873449146096
ZNF41,PCAT1,8.593137054944016
LEF1,PAFAH1B2,8.541751808882486
LEF1,C19orf44,8.534132085745396
ID3,C1orf35,8.51954528586305
LEF1,RP11-727A23.11,8.51907233813962
EPAS1,ARNT,8.471001810180503
LEF1,C19orf40,8.46964724857577
JUNB,RBM14-RBM4,8.451065035933517
GABPA,VSIG4,8.448216988516618
PLEK,HOXA10,8.442128221340173
LEF1,C8orf88,8.420390307384588
SNAI3,ATP6V1D,8.415446467661832
ZNF277,LRRC28,8.406963248921622
FOS,IDH1-AS1,8.406255033384944
LEF1,RP11-477D19.2,8.40588254606908
YEATS4,WNK2,8.390760499582385
ZNF277,SIM1,8.365486616881505
FOS,TTC27,8.362698200719867
DNAJC1,ARL6,8.34359702735022
JUNB,SDPR,8.318647010582705
MYSM1,C12orf75,8.296131766767347
FOS,WDR91,8.295418333506294
HOXA9,RCE1,8.288369509669852
LEF1,ZNF320,8.264036419670626
LEF1,DUS4L,8.255671547623713
LEF1,AVPI1,8.2554495014235
LEF1,EVA1A,8.255143351499402
GABPA,TMCO3,8.254979512904919
PKNOX1,CEP63,8.252973370156136
FOXN2,ORC5,8.244820581809861
JUNB,PEBP4,8.229254635635025
MTA1,STARD8,8.22684318599189
ZNF683,OASL,8.22123762147625
ZNF683,PLEKHF1,8.219205440632416
JUNB,PSMA8,8.200927379735603
LYAR,GZMA,8.196827546872273
JUN,HIST1H1A,8.190061774217813
JUNB,GRIN2C,8.183106357437195
LYAR,RPL34,8.170343243635347
ID2,COQ7,8.164362638806185
LEF1,GRIN2C,8.163235809793619
ID2,ZNF618,8.162377651295609
FOXN2,RP11-169K17.3,8.160318717012753
ZNF277,HDHD2,8.150395073620576
JUN,WDR91,8.145917340389806
ID3,RP1-43E13.2,8.143173203551362
DNAJC1,LMBR1L,8.11932914660239
ZNF234,PTGER2,8.100896207988608
BBX,TTLL11,8.098146281212756
FOSB,LINC00884,8.094833774401643
JUNB,RP11-524F11.2,8.080959815936762
SNAI3,CHD6,8.079840506357874
SOX13,LUC7L3,8.078630152858931
LEF1,RBM14-RBM4,8.07447353066543
ZNF547,GMPR,8.071985743235173
JUNB,RP11-1E4.1,8.066720005340997
AHCTF1,TPCN1,8.054166753833092
HOXA9,FOXN2,8.049523237051455
ZNF41,AC005253.2,8.043221870103576
JUNB,RP5-894A10.2,8.031292795105717
MLXIP,ZCCHC18,8.009428741698606
LEF1,GRAMD1B,8.004546809948309
ZBTB38,TCAIM,7.994344929461484
ZNF683,ZNF547,7.991709546243145
BBX,FICD,7.981433883012584
THAP6,RP11-320M2.1,7.975627779062357
ZNF683,CCDC122,7.975030885585461
LEF1,ASMT,7.973960028528252
HOPX,LGALS1,7.952266106625601
MTA1,VMA21,7.944534804017232
JUNB,Y_RNA-1,7.937282553978983
NR4A1,CD79A,7.925559792070737
HOPX,AC006547.14,7.905278785673856
PLEK,PAK4,7.870095332859346
JUNB,C5orf51,7.831721565249212
LEF1,SOAT1,7.829090496468443
ZNF660,TOR1A,7.819820933093491
BATF,ACTG1,7.814894459009227
ARID2,FPR1,7.809165188227656
JUNB,GPR89B,7.798219340347975
JUN,KIF1B,7.789308849381342
ZNF683,DTX2,7.787009510494006
FOS,CD58,7.779552304613707
ZNF264,TREX1,7.757024164959676
ZNF501,GRK4,7.750148217934148
ID2,RCBTB2,7.725412300533432
ARID2,VLDLR,7.718480997841434
MYSM1,ENHO,7.7101155124930365
JUNB,TPD52L1,7.680013411128654
BBX,CASC15,7.67959639725161
ARID2,DDIT4,7.6698940531279955
ZSCAN2,PTRH1,7.669492743336033
HOXA9,UBXN4,7.667876053972554
JUNB,RP1-197B17.3,7.654916014218731
LEF1,ERCC6,7.643453165200616
JUNB,HIST1H1A,7.636604186957282
HIVEP3,HLA-DPA1,7.63467421506745
LEF1,JAK2,7.62979351907111
ZSCAN2,LST1,7.624587152381175
HOPX,GZMB,7.605454903869415
GFI1B,ESYT2,7.584605385440554
LYAR,UBL7-AS1,7.579375069485919
SNAI3,CCDC53,7.57885910190341
LEF1,CTD-2001C12.1,7.5637846369185215
ZNF773,GPD2,7.558253405068621
JUNB,DECR2,7.55788351980988
CEBPD,PLEKHA7,7.547389654396406
ZNF683,KLRC2,7.545449862746484
IRF6,C5orf56,7.536489128786446
JUNB,EPHB6,7.524641028544415
JUNB,RP11-841O20.2,7.522326014216855
ZNF618,TPST2,7.518180681371341
LEF1,RP11-469N6.1,7.516916806288117
ZNF532,METTL4,7.514038300247851
JUN,CCT6B,7.511503774235474
YEATS4,CTA-384D8.35,7.506411889985616
FOS,ZFHX3,7.50334187750269
ZNF737,ERBB2,7.493261105970118
JUNB,AC009312.1,7.487845916016631
JUN,RP3-522J7.6,7.484075966592653
ZNF311,TP53RK,7.481516162692142
GABPA,CDC42EP3,7.476564878256518
SIM1,ZNF80,7.468633725529315
LEF1,RP11-426A6.5,7.460115191926404
FOS,EVA1A,7.4554536164515
LEF1,MIR155HG,7.441989987048414
JUNB,AC010226.4,7.440739668840644
ZNF684,RNF166,7.4323753122584675
JUN,KBTBD6,7.389930854132413
PLEK,HLA-DQA1,7.384208284838412
BBX,RPS6KA3,7.381813793168034
JUN,C9orf117,7.377486941800244
CEBPD,NCR3,7.3712883677511485
JUN,RP11-315O6.1,7.370374648601411
ZNF264,C19orf48,7.363914910012039
FOS,AC016586.1,7.362257467089696
HIVEP3,TMCO3,7.361406385137928
ID3,FLNA,7.36066006717888
YEATS4,TTC27,7.350911711446131
LEF1,LAMC3,7.342444501994798
LEF1,TMEM159,7.333772289150525
LEF1,RNASEH2A,7.318639913918175
ZNF501,VIT,7.305280620957663
ZNF547,RING1,7.301975654536891
ZNF576,MESDC2,7.291048852463441
LEF1,AC016586.1,7.287444994917126
MYSM1,SYAP1,7.2735536061946
BBX,CD58,7.269454800669727
PLEK,HECTD4,7.2653393339096
LEF1,AC025335.1,7.239835990744884
CEBPD,GPRIN3,7.227955407272041
JUN,SCRN3,7.22553019874448
LEF1,HBEGF,7.204652700368123
JUN,ZNF684,7.20419303229354
JUNB,RP11-646J21.5,7.200860507690571
RUNX3,DTX2,7.185516867608513
FOS,MPND,7.184142293907788
JUN,CTD-2006H14.2,7.168597805465364
KLF6,ERGIC2,7.15576509172943
KLF6,E2F5,7.136311999018773
PPARG,CD79B,7.124962539995926
FOSB,HDHD2,7.12035943121422
PLEK,NKG7,7.099820243532981
ID3,LBX2-AS1,7.0978717152979485
JUN,RP11-571L19.8,7.093219091290114
BBX,RP11-488L18.8,7.079786867964407
BBX,TIMP2,7.072246047268136
BBX,NUP153,7.068608398727457
EPAS1,PTGDS,7.065177711198996
ZSCAN2,SGCB,7.062773070059917
JUNB,B4GALT2,7.0570357018749945
LEF1,STK24-AS1,7.0549880195195
FOXN2,LINC00384,7.051166594529125
FOSB,CCDC88B,7.045861311674432
BBX,ELAVL4,7.027688431660005
LEF1,ZNF234,7.015563467744772
JUNB,USP16,7.000702964217178
DNAJC1,RP11-1399P15.1,6.990875807560439
PURA,TCAIM,6.9707831531572895
LYAR,DUSP2,6.963707802504539
BBX,RP11-196G18.24,6.955834960350212
MLXIP,VMA21,6.947351466305332
ZNF143,RP11-400L8.2,6.925132311966668
BBX,TAC3,6.9233476379703145
FOS,PAPL,6.909560870572991
FOS,RP11-317N8.5,6.905122041795594
ASCL2,APOBEC3G,6.901224512688653
AHCTF1,MT-CO1,6.896773084506334
JUNB,HOPX,6.890136083673129
ID3,TBX1,6.885326859372771
JUNB,C8orf88,6.879477375774886
PKNOX1,SERP2,6.878032561504651
LEF1,STXBP5,6.860745137499702
PLEK,S100A8,6.8525621692082765
LYAR,TLDC1,6.850291326295113
FOS,NR2C2AP,6.84142564551092
PURA,RP11-138I1.2,6.832362432561022
JUNB,GTSE1,6.8220126999800765
BBX,MTBP,6.821447784734184
PLEK,CD74,6.809076416868871
ID3,CCDC88B,6.806091436625231
ZNF264,SYT11,6.8059538598902805
JUN,RP11-141C7.4,6.799356816782821
FOXN2,PTMS,6.795777059380101
ID2,E2F5,6.794352360060318
FOSB,ZNF576,6.789302307022364
ZNF41,FUT7,6.768825152014779
LEF1,TPD52L1,6.762134273205185
JUN,AC004067.5,6.754325014093586
HIVEP3,CLIC3,6.750094055725415
BBX,C5orf51,6.74148821723312
LEF1,PPP5D1,6.739767174845529
CEBPD,PVRL2,6.724794207677147
RUNX3,BIRC6,6.706248412056996
JUNB,PPARGC1B,6.706024106991307
ZNF277,CTSO,6.703871766742344
ZNF683,GZMB,6.688962123513037
FOSB,MDM1,6.680049661851517
LYAR,TGFBI,6.679646139167521
MTA1,LIG3,6.672698459384172
JUNB,AC005082.12,6.669647297441128
POU5F2,FGF14-AS2,6.669615140795857
JUN,LINC00884,6.661620593023948
THAP6,FCGR3A,6.659243208395036
CEBPD,UBXN6,6.657151815720779
LEF1,RP11-291B21.2,6.654531114591881
HOPX,NEURL2,6.650917854164002
FOS,IFIT3,6.650826750271186
FOS,MESDC2,6.638915492843927
LEF1,Z83851.3,6.6388661684070405
JUN,LRIF1,6.620332095284312
LEF1,OXCT2,6.610348227885824
LYAR,C6orf120,6.593913579217777
ZNF576,ENHO,6.558012271426255
FOS,FBXO30,6.554239257353897
JUNB,ARHGEF26,6.5311989484343
PLEK,HLA-DRB5,6.528076138935511
BBX,HIST1H1C,6.519065416422373
BBX,AC010226.4,6.509818924919669
HOXA9,PDRG1,6.508917626680331
ZNF277,ZNF660,6.508744008674876
JUNB,RP4-635E18.7,6.506496847405898
TCF12,NR4A1,6.502048104421378
ARID2,ECHDC1,6.50076976702378
JUNB,NIPAL2,6.494376689398279
LEF1,B4GALT2,6.484295516048343
LYAR,ZNF532,6.476800717476908
PLEK,HLA-DQA2,6.469158175586612
ZBTB34,MVB12B,6.466464860693722
FOS,DUSP1,6.448367594897798
LYAR,RP4-593H12.1,6.4473214321074
JUNB,KIF1B,6.442935365160831
JUNB,HSPG2,6.428446990294559
LEF1,RP11-603J24.5,6.427338921865125
FOS,KAT2B,6.426106695573947
LEF1,RP11-169K17.3,6.416563964266111
ZNF737,MYSM1,6.413915580629761
FOXN2,LAIR2,6.412457511934687
BATF,ZNF660,6.410402516252811
SIM1,ZNF277,6.407539339470482
ZSCAN29,HLA-DQA1,6.406880902322686
MAFB,CD79B,6.402080735544367
FOS,SF3B14,6.399639280230913
MLXIP,C1orf35,6.396680768434368
JUNB,LBX2-AS1,6.3950243824564765
MLXIP,EXOG,6.388753202144538
JUNB,TP63,6.386177594999569
LEF1,C4orf21,6.384648881836109
LEF1,RP11-421M1.8,6.371778487253418
ZNF576,TRIM38,6.3623549072331045
FOSB,PMAIP1,6.355679307636616
LEF1,RNU11,6.354709065053001
HOPX,GNLY,6.34280880296891
JUNB,ARHGEF28,6.338088615761203
LEF1,GPR89B,6.3238068035145165
AHCTF1,FSD1L,6.313147635668656
FOS,AFAP1L1,6.306705113838021
BBX,POLB,6.30663097560189
YEATS4,UTP23,6.306342521837267
LEF1,TMPRSS6,6.3053589196801845
HMGB3,AC016757.3,6.299892374953319
MYSM1,ZNF737,6.283781404725936
LEF1,ANPEP,6.279872320421316
ZFHX3,RP11-138I1.2,6.273589533446956
LYAR,SYAP1,6.273315496325045
JUN,RP11-574K11.29,6.272559311191188
ID2,ZNF710,6.270385208588833
YEATS4,EBLN2,6.264508049167313
JUNB,LAMA2,6.264128331380821
CEBPD,DUSP1,6.26010080786483
LEF1,HECTD4,6.25995454436612
CEBPD,SUV420H2,6.258825033639584
HOPX,ZFHX2,6.253407727764328
JUN,RP11-532F12.5,6.249989165649257
FOSB,NR2C2AP,6.2439883901106175
FOS,SIM1,6.239778772376673
ZNF562,RP11-672L10.6,6.2320219072703
HIVEP3,KIAA0040,6.226064985311868
LEF1,TIMP2,6.2232061527607145
ID2,ZNF562,6.222725097167284
LEF1,CHI3L2,6.22021537348422
LEF1,LINC00449,6.218888764597318
JUN,TP63,6.211447497187171
JUN,MTBP,6.18352059635159
LEF1,TIGD4,6.172845671109271
BBX,SYAP1,6.1669223330398895
ZNF277,GALNT7,6.15597166432135
ARID5B,APLP2,6.151160525175121
ZNF683,NUP155,6.140188362183898
FOS,JUN,6.139806825038925
ZBTB38,RP11-841O20.2,6.130043945401715
JUN,Y_RNA-1,6.112713537980617
ARID2,SLC25A26,6.112265004161678
RUNX3,KLKB1,6.106351724605957
JUNB,PHLDA3,6.096398763170024
LEF1,RP11-379K17.4,6.096031494174118
ID3,PGRMC2,6.092289376240856
LEF1,RP11-245J9.6,6.090917606233946
ZNF562,ARL6IP6,6.086912034568228
ZFHX3,ZNF737,6.084884952087477
ZNF547,RAB27A,6.073989864342073
FOS,JHDM1D-AS1,6.062568808422902
KLF6,PPP2R5C,6.053766423507214
FOS,PVRL2,6.052227532525715
ZBTB38,ARV1,6.051621654977433
KLF6,CCDC82,6.051314687073902
ZNF41,RETSAT,6.043154945155898
ZBTB38,KLKB1,6.037168467591123
SOX13,COQ7,6.033474052058886
CEBPD,MRM1,6.021738240789268
FOS,RP11-326F20.5,6.020773275884433
ARNT,GALNT7,6.011254772548154
FOXN2,THAP6,6.005519649864388
JUNB,FARP1,5.995617426178737
RORB,RP11-603J24.5,5.993831714393543
GABPA,AC110771.1,5.990913539911494
LEF1,RP11-15B17.1,5.983332761869323
BBX,LST1,5.983243254190519
JUN,NUP153,5.98273914283596
BBX,STXBP5,5.971144051252614
LEF1,RP11-816J6.3,5.95615547623838
ZNF805,CTD-2001C12.1,5.9515386405641175
FOS,KBTBD6,5.947963215714096
JUN,POU5F2,5.946894183559866
ZNF683,GALNT6,5.94656902561447
ZNF277,NAP1L5,5.943868153129129
FOXN2,RWDD2B,5.943495908304381
JUNB,ATP1A2,5.939328908978252
JUN,ST8SIA1,5.939013779189958
MAFB,LINC00877,5.931521239381515
ZNF684,ANKRD10,5.931073437827558
CEBPD,E2F5,5.9195235419647325
JUN,ARL6,5.910567976640866
MYBL1,NR4A1,5.90910375508445
RUNX3,TPST2,5.909043512555201
LEF1,DECR2,5.904450853717518
LYAR,CDC42EP3,5.9031004649017325
LEF1,PACSIN3,5.902323882175443
ZNF576,ZNF618,5.9014699118408815
JUN,AC025335.1,5.899640684606386
ZNF277,RP5-894A10.2,5.899229546498484
FOXN2,ZFHX3,5.897077165122007
YEATS4,CXCR3,5.894835624865335
MLXIP,RSBN1L,5.89199128107429
HOPX,DYM,5.884321000138538
ATF6,BIRC6,5.881718919446008
ID3,MPND,5.874640597432407
JUNB,OOEP,5.8729472399218805
JUN,RP11-65L3.2,5.858995430727997
JUNB,APLP2,5.85818307806187
ZNF470,RP5-1028K7.2,5.848153417672767
DNAJC1,MVB12B,5.841697605946414
JUN,LATS2,5.840665982250786
JUNB,FSD1L,5.834459079684782
MLXIP,ZNF264,5.832888358987428
ZNF683,ZNF710,5.831571668670891
ID3,ORC5,5.831439434861853
MTA1,ALS2CR12,5.825186552393031
RUNX3,CD8B,5.814342895121021
JUNB,HOXA9,5.807269314091767
LEF1,SLC6A8,5.803766714633952
JUNB,RP11-10A14.4,5.800774859457226
FOS,IQCD,5.79378721994879
KLF6,NEURL2,5.791484752613653
JUN,RNU11,5.789523586957961
AHCTF1,NEAT1,5.787623747161519
KLF6,METTL4,5.777341916537379
JUN,MCM3,5.772901945153628
FOSB,IGLL5,5.7700440372680015
ZNF264,KIF3A,5.761883909260531
LEF1,DIP2A,5.7531710969177245
JUNB,PALLD,5.752893696402869
JUN,TTC26,5.747860026230148
LYAR,SOX13,5.745011393588218
JUN,RP11-646J21.5,5.741261899924917
LEF1,OXTR,5.732363079878827
WDHD1,ISG15,5.726268986479104
ZNF683,GZMH,5.715449922858965
KLF6,FAM214B,5.712981609728283
SNAI3,DHX36,5.709745366739504
ZNF684,RP11-256L11.3,5.686431808571356
LEF1,Y_RNA-1,5.686221493057446
JUNB,RP5-1024G6.5,5.685548310461058
ZNF683,FUT11,5.683395168713736
JUN,C5orf51,5.673650737745074
YEATS4,KIAA0040,5.671627043146554
ID3,SOX13,5.665605304224507
BBX,NR2C2AP,5.6564263576909655
FOS,RP11-676J15.1,5.641598494037399
MYSM1,CTA-384D8.35,5.641431961369592
LEF1,AFAP1L1,5.63829229195554
ZNF143,HIST1H1C,5.634721082271523
HOPX,TMSB4X,5.63377664784762
DNAJC1,INTS9,5.6278180944305465
JUNB,MRPS11,5.621309945844372
LYAR,MAFB,5.611195660921139
JUNB,PKD2,5.608097614404842
NR4A1,AURKC,5.6041477494381695
HIVEP3,STARD8,5.597117636445068
BBX,UFSP1,5.588681370634214
JUNB,ZNF684,5.585921814829059
ARID5B,SATB2,5.563587896146997
LYAR,MYO1F,5.563557135639812
JUNB,RP4-635E18.6,5.557730427364736
JUN,ZSCAN2,5.548125989408183
BATF,HLA-DPB1,5.5442541423152765
NR4A1,TBX1,5.535889162386595
LEF1,RCBTB2,5.53216779148399
ZNF277,SMYD2,5.527316083437017
JUNB,ZBTB34,5.525180948531427
MIXL1,VPS26B,5.519890754422328
YEATS4,MYO1F,5.505724227543863
ZNF41,ZNF234,5.501657789051394
ZNF277,ARV1,5.500174774579456
ARNT,NOA1,5.499778394559739
LEF1,UFSP1,5.498075696436068
KLF6,TIMM21,5.491302700605594
ID3,AC093609.1,5.490912247137433
ARID5B,PRR4,5.482784986389458
LEF1,RP11-802O23.3,5.479503125468048
ASCL2,LBX2-AS1,5.471680949625859
ID3,LARP4,5.470222668271258
RUNX3,ZNF618,5.469125016337608
KLF6,NUP155,5.465640331790664
KLF6,SCRN3,5.462217616610471
HOPX,JUNB,5.453980566951456
ZNF234,GLIPR1,5.444020633700341
ID3,TMED5,5.436341286810227
LYAR,PURA,5.429278149051868
CENPA,MTA1,5.422455932660795
FOS,GPR89B,5.421949066505262
ZNF683,TYROBP,5.411613011262488
JUN,IFI27,5.409094361292271
ID2,ID3,5.407912131068925
SOX13,BOD1L1,5.403846540874941
ARID5B,MYSM1,5.39940726828892
SATB2,GTF3C1,5.399157413218505
BAZ2A,C1orf21,5.39588464588345
ZNF80,PARS2,5.387531801816807
BBX,DUSP5,5.3866167074642535
ZNF277,TMCO3,5.380666533173431
JUNB,MSI2,5.354025018319364
JUN,OOEP,5.35285089012678
JUN,MRPS28,5.35209614328671
FOS,RP11-905K4.1,5.348391441886259
CEBPD,PINLYP,5.343895735452084
JUNB,WDHD1,5.340285945845088
BBX,ZC3H12A,5.339341214546365
JUNB,RNU11,5.332381552898116
BBX,ALOX5,5.329838692250856
JUNB,FOS,5.329624435023493
PURA,PLEKHF1,5.329222290654836
ZNF277,MSI2,5.328494937681072
ZNF470,MAFG,5.312151413105831
TCF12,DACH1,5.3050254948818445
BBX,RBM14-RBM4,5.298594109071307
MLXIP,METTL4,5.293866472691367
JUNB,PLK4,5.292065389621838
ZNF277,RETSAT,5.285091387273815
TP63,PLEK,5.2725025684934455
BATF,ZC3H12A,5.272491511173298
JUN,DIP2A,5.2704248032960725
JUN,RP11-78O7.2,5.26395279757711
ZNF41,EFCAB7,5.262098665317497
JUNB,RORB,5.259968556827407
YEATS4,CD300A,5.258131287738583
JUN,OXCT2,5.243594414581265
KLF6,ANKEF1,5.242159620743341
ZNF805,VPS26B,5.22805557202327
JUN,MXRA7,5.227886191079167
JUNB,ABI3,5.21749733660535
JUNB,RP11-121C2.2,5.21670780970448
LEF1,BCO2,5.216110591533693
ARID2,FOXN2,5.215161604403295
JUNB,SATB2,5.214842445566391
LEF1,EVI5,5.209391997202785
BBX,JMJD1C-AS1,5.206595688328804
JUNB,FAM214B,5.205212202406413
PURA,PAFAH1B2,5.204831111569082
HOPX,FGFBP2,5.20300344720038
ID2,PPP2R5C,5.202716755781811
ID2,FSD1L,5.199349176662933
FOXN2,ZCCHC9,5.197377011220062
FOS,RP11-539L10.2,5.195512593524588
SNAI3,TMED5,5.179992868731234
KLF6,EBLN2,5.174643260243291
BBX,CAV1,5.17365558409182
ATF6,YKT6,5.171028973145696
ZBTB38,ARID2,5.159376600019581
JUNB,AHCTF1,5.152429042815834
ARNT,PTPN7,5.151525774446727
JUN,WDHD1,5.146952489085164
MYSM1,CDC42EP3,5.142543806532267
JUNB,KIF22,5.1421802272553805
BBX,HAGH,5.13669259472123
ZBTB38,C19orf48,5.136128491434419
JUNB,CST7,5.133023599297667
YEATS4,EPHB6,5.124211524970418
JUNB,CTD-3194G12.2,5.113326217715443
ARID5B,VEZT,5.11085647445131
JUNB,CD300LF,5.1103412952375695
GFI1B,ULK1,5.105466711604734
MAFB,LILRA2,5.095691688490403
ZSCAN29,LINC00441,5.089035975318648
GFI1B,LBX2-AS1,5.087077390816668
FOS,PLEKHA7,5.085921712189133
ZNF710,TREML1,5.084767418093953
JUNB,MAP1A,5.06937407826942
ARID2,TPP1,5.066047460004441
LEF1,AP000487.5,5.060314213676465
ZNF277,LUZP1,5.059020165866572
JUN,PPBP,5.057688562331795
JUNB,RSF1,5.054241549919946
ARID5B,KIF22,5.05232768582209
SOX13,CCSER2,5.050216640028541
JUNB,TRIM74,5.045316189487735
LEF1,CAV1,5.043879563841039
CEBPD,ZFHX2,5.041127835601508
BBX,SUV420H2,5.040784785807265
JUN,LINC00384,5.024277248481836
JUNB,MLLT6,5.019253316386939
ZNF277,ZNF562,5.019167941732451
JUN,BIRC6,5.015862796314253
JUNB,ZSCAN31,5.0050947730909
ZNF660,ZNF277,4.997041827810754
JUN,FAM110B,4.990573413620264
JUN,MICAL2,4.986311033818828
MIXL1,ARHGAP10,4.986106583774017
THAP6,LRRC28,4.985596552815506
BBX,CDK14,4.9847447149388655
BBX,LINC00449,4.982056148427758
JUNB,AP001372.2,4.978826350588101
JUNB,ANKRD10,4.975939041589193
LEF1,CCDC122,4.970683049230548
BBX,CD160,4.956416639142278
FOS,AC016907.3,4.946491271776959
ZNF41,MDM1,4.946419838547408
ZNF773,RP11-122G18.5,4.94209694076796
TCF12,PURA,4.941082361544188
JUNB,LL0XNC01-237H1.2,4.939987924535267
DNAJC1,C1orf21,4.931336025875957
BBX,PGRMC2,4.930896709315569
JUN,NR4A1,4.929352031450827
BBX,ABL2,4.926258360966035
JUNB,CHD6,4.926026493706262
KLF6,PKNOX1,4.925866604954383
BBX,LCP2,4.924768859185571
KLF6,FOXK1,4.914843462867613
CEBPD,LINC00449,4.912626858041314
JUNB,MXRA7,4.907412564243581
ZNF683,PRSS23,4.903730222854676
ID3,TBX6,4.900128087422049
JUN,MESDC1,4.895287758800733
LYAR,DYNLT1,4.894923601374232
FOS,TCL1A,4.888721948339867
MTA1,RSF1,4.887120177548939
JUNB,ARPP19,4.886607464048611
ID2,RAB27A,4.875857606410733
FOS,SNAI3,4.871399977904713
FOXN2,HENMT1,4.870805085598863
LYAR,HLA-B,4.867442840441169
JUNB,SMC5,4.865363175016984
JUNB,FBXO30,4.864655387583
AHCTF1,TPP1,4.863001626824177
PLEK,RGS1,4.861189688766507
FOS,DUSP18,4.8603576905633625
JUNB,EFNB2,4.852630334607475
JUN,EFCAB7,4.842175018268518
JUNB,SNAI3,4.840404900589158
ARNT,ARPP19,4.83753131335146
HIVEP3,MTERFD2,4.832178801775192
ID3,DHX36,4.828719198391651
BBX,RSRC1,4.827943166045903
LEF1,NEURL2,4.825062766782451
SNAI3,ATP2B1,4.822616701628758
ZNF683,AC093609.1,4.817075362554195
HIVEP3,RWDD2B,4.814146648748209
BBX,EMC8,4.811370281994936
ARID2,TRIP13,4.809659885698808
ZNF264,ENHO,4.808483292644766
JUNB,ZFHX2,4.800149602509213
PLEK,CST7,4.799918445440548
ZNF618,RPF2,4.799654135690097
ZNF142,ATF6,4.794286551034363
ID2,AP000442.1,4.790092119445636
ZSCAN2,GABPA,4.78723926097081
ZNF264,STAG1,4.7839472266442895
YEATS4,RP11-872J21.3,4.777673208039255
ZNF277,MTERFD2,4.7711697119297
FOS,QTRTD1,4.76949678719407
AHCTF1,GIGYF2,4.769029674349228
JUNB,LAYN,4.766631780729709
ZNF320,AVPI1,4.757015221779729
LYAR,TBX1,4.753933326005347
SNAI3,BAZ2A,4.752489231632595
BBX,DDX11-AS1,4.750704641792976
FOS,TTLL11,4.745738411776641
ID2,TTC26,4.742192126340253
JUNB,MIR155HG,4.741717518999313
JUNB,CAV1,4.730065142008652
FOSB,C5orf45,4.724337097877719
ID2,LMBR1L,4.723126761273906
ZNF264,ZCCHC9,4.711388334299993
LEF1,FUT7,4.710447748995134
JUN,PSPH,4.709403565326031
BBX,RP5-1028K7.2,4.7087981457263695
FOS,HDAC9,4.702970194509078
FOS,RP11-138I1.2,4.701819977014471
CEBPD,KLRB1,4.700746610241985
DNAJC1,ZBTB34,4.69454127190334
JUNB,RP11-449P15.2,4.693466490339676
HOPX,NKG7,4.691052383089466
CASZ1,RP11-227D13.4,4.688840370889245
LEF1,WNK2,4.677263059443813
ID2,HAGH,4.674920194339928
JUNB,RUNX3,4.6714975110279
FOS,CTB-118N6.3,4.6711569305729626
FOS,LL09NC01-251B2.3,4.66654287065595
IRF6,ENHO,4.664978049207535
FOS,ARHGAP10,4.6637327375595605
LEF1,GPM6B,4.662079640920239
JUN,TLK1,4.661001519702842
JUNB,MC1R,4.651331080896608
ARID5B,STARD8,4.650074594240089
JUNB,BIRC6,4.646928373059059
JUNB,RP11-170N16.3,4.6463856778276975
LEF1,RP11-571L19.8,4.644124872891051
JUNB,CRIP2,4.633352194266791
JUN,ANKEF1,4.623502028807661
JUN,RP11-860B13.1,4.614496682182868
BATF,ZNF547,4.613233382292886
JUN,RGL3,4.60743396710962
MTA1,SUV420H2,4.606260048091254
ID2,CD46,4.603474305770646
CEBPD,TMSB4X,4.603099320334801
FOS,RP11-339B21.15,4.593155283681554
PLEK,GZMK,4.580833877507394
FOS,RP11-421M1.8,4.579089081067046
ARID5B,PTPN7,4.576345458705457
JUN,ZNF660,4.574245596203447
JUNB,IER2,4.574077928284855
JUN,LINC00989,4.572374770357619
ID2,HERPUD1,4.571467667703381
JUN,TRIM38,4.568672696723094
JUN,AC006547.14,4.568076457201114
CEBPD,SIPA1L1,4.561593819927749
JUN,IER2,4.555502372344039
ZNF264,TMPRSS6,4.554167343224778
JUN,LUZP1,4.553786177866924
RUNX3,MAFG,4.5526098938097785
HOPX,RPL34,4.55254219703915
ATF6,ZCCHC9,4.5433703328151065
JUNB,LEF1,4.537797953927942
BBX,GPR157,4.529284708968301
FOXN2,C6orf62,4.526355396694665
LEF1,RGL3,4.522963989137717
TCF12,SUPT4H1,4.5227443031774985
JUNB,LINC00441,4.522604907856431
LEF1,FAM57A,4.522238840635602
CENPA,SAT1,4.521210595013003
FOSB,TNFRSF4,4.502699684609715
ZNF684,PRR4,4.49903999588715
LEF1,ZBTB34,4.497811895337995
LEF1,ARL6,4.49574151081664
FOS,VEZT,4.4948215244835374
JUNB,PRSS36,4.490100484300004
ZNF576,PTGDR,4.489104566993567
ZFHX3,RP4-583P15.10,4.482675953246403
LYAR,LTB,4.4817695124449415
THAP6,C5orf45,4.475190855203426
